Year,State_Code,State,Category,Topic,Question,Measure_Type,Unit,Value,CI_Low,CI_High,Stratification_Category,Stratification,Stratification_Category2,Stratification2,Question_Short
2019,SD,South Dakota,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,39.2,27.2,52.8,Age Group,Overall,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,PA,Pennsylvania,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,31.0,24.4,38.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WA,Washington,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,30.0,23.4,37.5,Age Group,50-64 years,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,PA,Pennsylvania,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,34.6,22.1,49.6,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,37.3,29.2,46.2,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,15.4,3.4,48.4,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,SOU,South,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,43.0,39.2,47.0,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,34.2,28.3,40.5,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TN,Tennessee,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,23.5,17.0,31.6,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,48.1,41.0,55.3,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,37.4,18.6,61.0,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,UT,Utah,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,31.9,25.4,39.3,Age Group,50-64 years,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,UT,Utah,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,14.9,12.1,18.3,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,PA,Pennsylvania,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,66.4,53.4,77.2,Age Group,50-64 years,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,VA,Virginia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.5,9.3,11.8,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,48.0,33.6,62.7,Age Group,65 years or older,Race/Ethnicity,Hispanic,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SC,South Carolina,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.1,10.2,14.3,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,50.7,42.5,58.9,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,48.0,34.7,61.6,Age Group,50-64 years,Race/Ethnicity,Hispanic,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SD,South Dakota,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,57.2,34.6,77.2,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SC,South Carolina,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.8,9.3,12.6,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SC,South Carolina,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,51.7,43.5,59.8,Age Group,50-64 years,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,PA,Pennsylvania,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,22.6,15.2,32.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,59.5,45.9,71.7,Age Group,65 years or older,Race/Ethnicity,Hispanic,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,RI,Rhode Island,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,28.5,17.0,43.7,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,TN,Tennessee,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,39.4,32.4,46.9,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,UT,Utah,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,25.0,21.1,29.3,Age Group,Overall,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,VT,Vermont,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.5,7.2,10.1,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VA,Virginia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,19.7,14.3,26.5,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SC,South Carolina,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,46.3,33.8,59.2,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,TX,Texas,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.5,8.5,12.9,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,47.3,35.7,59.2,Age Group,65 years or older,Race/Ethnicity,Hispanic,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SD,South Dakota,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,29.0,18.9,41.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,UT,Utah,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,33.9,29.6,38.5,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,30.5,22.6,39.6,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,29.5,22.5,37.7,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,TN,Tennessee,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,13.6,10.9,16.9,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,PA,Pennsylvania,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,35.5,28.8,42.8,Age Group,Overall,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,61.8,50.3,72.2,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,37.4,30.8,44.5,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,TX,Texas,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,24.9,18.9,31.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,TX,Texas,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,38.4,30.2,47.2,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TN,Tennessee,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,15.3,12.5,18.5,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VA,Virginia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,30.3,19.4,43.9,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SOU,South,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,26.1,11.4,49.3,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,UT,Utah,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,28.5,22.7,35.2,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TN,Tennessee,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,61.6,52.9,69.5,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,39.5,28.7,51.4,Age Group,50-64 years,Race/Ethnicity,Hispanic,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,VT,Vermont,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.1,9.0,11.3,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TN,Tennessee,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,46.8,37.1,56.8,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,TX,Texas,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,29.2,24.1,34.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,SOU,South,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.6,8.7,15.3,Age Group,50-64 years,Race/Ethnicity,Hispanic,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,54.1,45.0,63.0,Age Group,50-64 years,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,UT,Utah,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,14.0,9.6,20.0,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,UT,Utah,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.3,11.3,13.3,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,UT,Utah,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,22.7,15.4,32.1,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,24.1,21.5,26.8,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,SOU,South,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.7,12.0,13.4,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SD,South Dakota,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,48.9,27.4,70.8,Age Group,50-64 years,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,PA,Pennsylvania,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,51.2,37.0,65.3,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,UT,Utah,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,27.3,22.4,32.9,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,32.6,19.8,48.7,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,TX,Texas,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.2,7.7,13.4,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VT,Vermont,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.6,10.0,13.4,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WA,Washington,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,27.7,20.8,35.8,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.0,5.1,22.3,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.0,6.0,19.5,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.6,10.3,13.1,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,64.8,53.2,74.9,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,54.1,47.1,60.9,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,RI,Rhode Island,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,42.7,33.1,53.0,Age Group,50-64 years,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,SC,South Carolina,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,25.2,17.9,34.3,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,VA,Virginia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,27.7,20.5,36.3,Age Group,Overall,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2019,TX,Texas,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,14.3,11.6,17.4,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WA,Washington,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.5,8.2,10.9,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SC,South Carolina,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,50.9,36.5,65.2,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,PA,Pennsylvania,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,44.3,34.7,54.3,Age Group,Overall,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,VA,Virginia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,38.9,33.9,44.2,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,UT,Utah,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.0,9.9,14.5,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TN,Tennessee,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,65.3,53.1,75.8,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,TX,Texas,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,13.9,12.5,15.5,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,RI,Rhode Island,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.3,7.0,10.0,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,VA,Virginia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,37.2,28.3,46.9,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,PA,Pennsylvania,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.0,6.3,10.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,SOU,South,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,38.6,36.0,41.2,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2019,SC,South Carolina,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,13.3,9.3,18.7,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,RI,Rhode Island,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,32.0,22.8,42.9,Age Group,50-64 years,,,Percentage of older adults who reported that as a result of subjective cognitive...
2019,VA,Virginia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,31.8,23.5,41.4,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,TX,Texas,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,40.0,30.4,50.4,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
